projectId;department;documentType;title;progress;views;project_card_sizeKb
142299;Минобороны России;Проект постановления Правительства Российской Федерации;О внесении изменений в некоторые акты Правительства Российской Федерации;0.285714;151;0.328125
142297;МЧС России;Проект ведомственного акта;О знаках различия Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий;0.285714;108;0.399414063
142296;Россотрудничество;Проект ведомственного акта;Об определении должностного лица, ответственного за включение сведений в реестр лиц, уволенных в связи с утратой доверия, и исключение сведений из него;0.285714;62;0.400390625
142293;Росреестр;Проект постановления Правительства Российской Федерации;"Проект постановления Правительства Российской Федерации ""О внесении изменений в постановление Правительства Российской Федерации от 10 февраля 2022 г. № 146""";0.285714;126;0.446289063
142292;ФАС России;Проект ведомственного акта;Об изменении государственного регулирования деятельности на услуги субъектов естественных монополий по обеспечению заправки воздушных судов авиационным топливом и хранению авиационного топлива в аэропорту Санкт-Петербург (Пулково);0.285714;59;0.537109375
142289;Минюст России;Проект ведомственного акта;О внесении изменений в Положение о Комиссии по соблюдению требований к служебному поведению федеральных государственных гражданских служащих центрального аппарата, начальников и заместителей начальников территориальных органов Министерства юстиции Российской Федерации, работников организаций, созданных для выполнения задач, поставленных перед Минюстом России, и урегулированию конфликта интересов, утвержденное приказом Минюста России от 04.04.2016 № 85;0.285714;73;0.579101563
142291;Минфин России;Проект федерального закона;О внесении изменения в статью 6 Федерального закона «О государственной регистрации юридических лиц и индивидуальных предпринимателей»;0.666667;112;0.365234375
142288;ФТС России;Проект ведомственного акта;"О внесении изменений в приказ ФТС России от 30 декабря 2013 г. № 2460 «Об утверждении Требований к состоянию здоровья граждан, поступающих на службу в таможенные органы по контракту, сотрудников таможенных органов 
и граждан, прошедших службу в таможенных органах Российской Федерации»";0.285714;71;0.555664063
142285;Росаккредитация;Проект ведомственного акта;О Доске почета Федеральной службы по аккредитации;0.285714;84;0.21484375
142284;СФР;Проект ведомственного акта;Об утверждении Типового положения о территориальном органе Фонда пенсионного и социального страхования Российской Федерации;0.285714;99;0.329101563
142282;Росавиация;Проект ведомственного акта;Об утверждении Административного регламента Федерального агентства воздушного транспорта по предоставлению государственной услуги «Проведение обязательной сертификации деятельности юридических лиц, осуществляющих изготовление радиотехнического оборудования и оборудования авиационной электросвязи, используемых для обслуживания воздушного движения»;0;69;0.54296875
142283;Росводресурсы;Проект ведомственного акта;проект приказа Росводресурсов «Об утверждении Правил использования водных ресурсов Краснодарского водохранилища»;0.285714;61;0.341796875
142279;Росавиация;Проект ведомственного акта;"Об утверждении Административного регламента Федерального агентства воздушного транспорта по предоставлению государственной услуги 
«Выдача документа, подтверждающего соответствие юридических лиц, осуществляющих аэронавигационное обслуживание полетов воздушных судов пользователей воздушного пространства Российской Федерации, требованиям федеральных авиационных правил»";0;66;0.536132813
142280;Росавиация;Проект ведомственного акта;Приказ об установлении приаэродромной территории аэродрома гражданской авиации Черемшанка;0.285714;68;0.28125
142281;Росводресурсы;Проект ведомственного акта;проект приказа Росводресурсов «Об утверждении Правил использования водных ресурсов Кушвинского водохранилища»;0.285714;72;0.3359375
142274;Росавиация;Проект ведомственного акта;проект приказа Федерального агентства воздушного транспорта Об утверждении Административного регламента Федерального агентства воздушного транспорта по предоставлению государственной услуги «Аккредитация сертификационных центров и испытательных лабораторий»;0;66;0.543945313
142277;МВД России;Проект ведомственного акта;О внесении изменений в приложения № 1 – № 6 к приказу МВД России от 12 октября 2022 г. № 750 «Об утверждении форм решений об аннулировании разрешения на временное проживание в Российской Федерации, разрешения на временное проживание в Российской Федерации в целях получения образования и вида на жительство в Российской Федерации и порядков их принятия;0.285714;91;0.548828125
142278;Минсельхоз России;Проект ведомственного акта;"О внесении изменений в Порядок проведения рыбохозяйственной мелиорации, утвержденный приказом Минсельхоза России
от 6 октября 2021 г. № 690";0.2;72;0.373046875
142276;СФР;Проект ведомственного акта;Об утверждении Положения о центральном аппарате Фонда пенсионного и социального страхования Российской Федерации;0.285714;83;0.30859375
142275;Минэкономразвития России;Проект постановления Правительства Российской Федерации;Об осуществлении деятельности по перестрахованию в отношении рисков неполучения платежа от лица, на котором лежит платежное обязательство в связи с контрактами, предусматривающими отсрочку (рассрочку) платежа за поставленные на территории Российской Федерации товары, оказанные услуги, выполненные работы, переданные права на результаты интеллектуальной деятельности;0.285714;71;0.649414063
142273;Минтранс России;Проект ведомственного акта;Об установлении значений минимальной разницы в расписаниях между временем прибытия транспортных средств в пункт пропуска через Государственную границу Российской Федерации по устанавливаемому или изменяемому международному маршруту регулярных перевозок пассажиров и багажа автомобильным транспортом и временем прибытия транспортных средств в пункт пропуска через Государственную границу Российской Федерации по каждому из ранее установленных международных маршрутов регулярных перевозок пассажиров и багажа автомобильным транспортом;0.2;69;0.57421875
142270;Минюст России;Проект постановления Правительства Российской Федерации;О внесении изменения в перечень видов федерального государственного контроля (надзора), в отношении которых применяется обязательный досудебный порядок рассмотрения жалоб, утвержденный постановлением Правительства Российской Федерации от 28 апреля 2021 г. № 663;0.285714;115;0.6171875
142271;ФТС России;Проект ведомственного акта;Об утверждении порядка ведения учета товаров, помещенных под таможенную процедуру свободной таможенной зоны, и товаров, изготовленных (полученных) из товаров, помещенных под таможенную процедуру свободной таможенной зоны, а также совершаемых с такими товарами операций с использованием автоматизированной системы бухгалтерского учета, состава сведений, доступ к которым должен быть обеспечен в соответствии с частью 10 статьи 374 Федерального закона от 22 июля 2005 г. № 116-ФЗ «Об особых экономических зонах в Российской Федерации», а также порядка доступа к таким сведениям;0.148148;75;0.556640625
142267;Минюст России;Проект постановления Правительства Российской Федерации;О федеральном органе исполнительной власти, уполномоченном вести государственный реестр профессиональных коллекторских организаций, перечень кредитных и микрофинансовых организаций, осуществляющих деятельность по возврату просроченной задолженности физических лиц, и осуществлять федеральный государственный контроль (надзор) за деятельностью указанных организаций;0.285714;71;0.635742188
142268;МВД России;Проект ведомственного акта;О внесении изменений в Административный регламент Министерства внутренних дел Российской Федерации по предоставлению государственной услуги по выдаче иностранным гражданам и лицам без гражданства разрешения на временное проживание в Российской Федерации, утвержденный приказом МВД России от 8 июня 2020 г. № 407;0.285714;116;0.565429688
142264;Минпромторг России;Проект постановления Правительства Российской Федерации;О внесении изменений в постановление Правительства Российской Федерации от 16 апреля 2015 г. № 364;0.285714;385;0.354492188
142266;МВД России;Проект ведомственного акта;О внесении изменений в Административный регламент Министерства внутренних дел Российской Федерации по предоставлению государственной услуги по выдаче иностранным гражданам и лицам без гражданства вида на жительство, замене иностранным гражданам и лицам без гражданства вида на жительство в Российской Федерации, утвержденный приказом МВД России от 11 июня 2020 г. № 417;0.285714;97;0.568359375
142265;Минобрнауки России;Проект ведомственного акта;Об утверждении случаев и порядка организации оказания первичной медико-санитарной помощи и специализированной, в том числе высокотехнологичной, медицинской помощи медицинскими работниками медицинских организаций, подведомственных Министерству науки и высшего образования Российской Федерации, вне таких медицинских организаций;0.285714;95;0.579101563
142263;Минобороны России;Проект федерального закона;"О внесении изменения в статью 101 Федерального закона ""Об исполнительном производстве""";0.285714;145;0.282226563
142262;Минприроды России;Проект постановления Правительства Российской Федерации;Об утверждении Порядка разработки и утверждения плана противопожарного обустройства лесов на территории лесничества и его формы;0.148148;138;0.416992188
142261;СФР;Проект ведомственного акта;Об утверждении Типового устава Федерального государственного бюджетного учреждения, в отношении которого Фонд пенсионного и социального страхования Российской Федерации осуществляет функции и полномочия учредителя;0.285714;55;0.495117188
142260;Минтранс России;Проект ведомственного акта;О внесении изменений в Перечень грузов, которые могут перевозиться железнодорожным транспортом насыпью и навалом, утвержденный приказом Министерства транспорта Российской Федерации от 17 мая 2021 г. № 150;0.2;74;0.486328125
142259;Минкультуры России;Проект ведомственного акта;Об утверждении особых режимов использования земель и требований к градостроительным регламентам в границах охранной зоны объекта культурного наследия федерального значения «Московский Кремль – ансамбль памятников архитектуры», (г. Москва) в границах квартала № 39 Центрального административного округа города Москвы;0.285714;65;0.571289063
142258;ФСИН России;Проект ведомственного акта;"Об утверждении Положения об организации и ведении гражданской обороны в ФСИН России, территориальных органах ФСИН России 
и учреждениях уголовно-исполнительной системы Российской Федерации";0.357143;153;0.471679688
142257;ФСИН России;Проект ведомственного акта;Об утверждении типовых структур и типовых штатных расписаний исправительных учреждений, лечебно-профилактических учреждений и следственных изоляторов, подведомственных территориальным органам ФСИН России;0.357143;156;0.50390625
142256;Минсельхоз России;Проект ведомственного акта;Об определении предельных уровней минимальных цен на зерно урожая 2022 – 2023 годов и на сахар белый свекловичный в твердом состоянии без вкусоароматических или красящих добавок производства 2022 – 2024 годов в целях проведения государственных закупочных интервенций в 2023 – 2024 годах, а также об определении предельных уровней максимальных цен на зерно и на сахар белый свекловичный в твердом состоянии без вкусоароматических или красящих добавок в целях проведения государственных товарных интервенций в 2023 – 2024 годах;0.357143;230;0.559570313
142255;Минсельхоз России;Проект ведомственного акта;"О внесении изменений в Методику расчета предельных уровней минимальных и максимальных цен на сельскохозяйственную продукцию в целях проведения государственных закупочных 
и товарных интервенций, утвержденную приказом Минсельхоза России от 29 октября 2021 г. № 733";0.357143;187;0.5703125
142250;Центральный банк Российской Федерации;Проект ведомственного акта;О внесении изменений в Указание Банка России от 10 января 2022 года № 6054-У;0;135;0.262695313
142251;Минтранс России;Проект ведомственного акта;"Приказ Министерства транспорта Российской Федерации ""О признании утратившими силу приказов Министерства транспорта Российской Федерации от 22 октября 2009 г. № 182, от 22 октября 2009 г. № 183, от 22 октября 2009 г. № 184, от 22 октября 2009 г. № 185""";0.357143;152;0.529296875
142254;Минпромторг России;Проект постановления Правительства Российской Федерации;О внесении изменений в государственную программу Российской Федерации «Развитие промышленности и повышение ее конкурентоспособности»;0.357143;164;0.430664063
142246;Росавтодор;Проект ведомственного акта;"Об утверждении Административного регламента Федерального дорожного агентства по предоставлению государственной услуги «Выдача разрешений на строительство, реконструкцию, а также на ввод в эксплуатацию автомобильных дорог общего пользования федерального значения либо их участков; частных автомобильных дорог, строительство, реконструкцию которых планируется осуществлять на территории двух и более субъектов Российской Федерации; выдача разрешений на строительство в случае прокладки или переустройства инженерных коммуникаций в границах полосы отвода автомобильной дороги общего пользования федерального значения; выдача разрешений на строительство, реконструкцию, а также на ввод в эксплуатацию: пересечений и примыканий к автомобильным дорогам общего пользования федерального значения; объектов дорожного сервиса, размещаемых в границах полосы отвода автомобильной дороги общего пользования федерального значения»";0;65;0.543945313
142249;Роскомнадзор;Проект ведомственного акта;"Проект приказа Роскомнадзора ""Об утверждении технических условий установки технических средств противодействия угрозам, а также требований к сетям связи при использовании технических средств противодействия угрозам""";0.25;205;0.514648438
142248;Минтруд России;Проект ведомственного акта;Об утверждении профессионального стандарта «Специалист в области саморегулирования в градостроительной деятельности»;0.357143;118;0.33984375
142242;Минздрав России;Проект постановления Правительства Российской Федерации;о внесении изменений в государственную программу «Развитие здравоохранения» в части утверждения: «Правил предоставления и распределения субсидий из федерального бюджета бюджетам Донецкой Народной Республики, Луганской Народной Республики, Запорожской области, Херсонской области (далее – субъекты Российской Федерации) в целях софинансирования расходных обязательств по организации мероприятий по проведению массового обследования новорожденных на врожденные и (или) наследственные заболевания в рамках расширенного неонатального скрининга», «Правил предоставления в 2024 году субсидий из федерального бюджета бюджету Донецкой Народной Республики в целях софинансирования расходных обязательств указанного субъекта Российской Федерации по финансовому обеспечению реализации мероприятий по приобретению основных средств для государственного бюджетного учреждения «Больница интенсивного лечения г. Мариуполя»;0;114;0.607421875
142247;Минспорт России;Проект постановления Правительства Российской Федерации;"О внесении изменений в государственную программу 
Российской Федерации «Развитие физической культуры и спорта»";0.357143;110;0.380859375
142240;ФАС России;Проект ведомственного акта;"Об утверждении тарифа на услуги по транспортировке газа
по магистральному газопроводу (газопроводу-отводу)
ООО «Удмуртэнергонефть» на территории Удмуртской Республики";0;75;0.389648438
142244;Минприроды России;Проект ведомственного акта;О признании не подлежащими применению приказов Министерства природных ресурсов Российской Федерации и утратившим силу приказа Министерства природных ресурсов и экологии Российской Федерации;0.357143;139;0.477539063
142243;Росавиация;Проект ведомственного акта;Приказ об установлении приаэродромной территории аэродрома гражданской авиации Элиста;0.357143;77;0.2734375
142241;Минпромторг России;Проект постановления Правительства Российской Федерации;О внесении изменения в перечень технологического оборудования (в том числе комплектующих и запасных частей к нему), аналоги которого не производятся в Российской Федерации, ввоз которого на территорию Российской Федерации не подлежит обложению налогом на добавленную стоимость;0.357143;126;0.62890625
142245;ФТС России;Проект ведомственного акта;Об утверждении формы отчетности о товарах, помещенных под таможенную процедуру свободной таможенной зоны, товарах, изготовленных (полученных) из товаров, помещенных под таможенную процедуру свободной таможенной зоны, а также об операциях, совершаемых с такими товарами, порядка заполнения формы отчетности, порядка и сроков представления отчетности в таможенный орган;0.25;75;0.563476563
142239;ФАС России;Проект ведомственного акта;"Об утверждении тарифа на услуги по транспортировке газа
по магистральному газопроводу (газопроводу-отводу)
ООО «ЕвроХим-Энерго» на территории Ленинградской области";0;74;0.3828125
142237;Росавиация;Проект ведомственного акта;Приказ об установлении приаэродромной территории аэродрома гражданской авиации Северо-Енисейск;0.357143;54;0.290039063
142235;Росалкогольрегулирование;Проект ведомственного акта;Об утверждении перечня должностей федеральной государственной гражданской службы в центральном аппарате Федеральной службы по контролю за алкогольным и табачным рынками и ее территориальных органах, которым устанавливается ненормированный служебный день;0.357143;65;0.600585938
142234;Росреестр;Проект постановления Правительства Российской Федерации;Проект постановления Правительства Российской Федерации «О внесении изменений в Правила предоставления субсидий из федерального бюджета публично-правовой компании «Роскадастр»;0.357143;66;0.4921875
142233;Минтранс России;Проект федерального закона;О внесении изменений в статью 31 Федерального закона «О морских портах в Российской Федерации и о внесении изменений в отдельные законодательные акты Российской Федерации» в части установления полномочий Минтранса России по утверждению типовых условий договоров аренды объектов федерального недвижимого имущества, относящихся к объектам инфраструктуры морских портов, а также внесение изменений в законодательство о ежегодной индексации арендной платы за пользование объектами федеральной собственности;0.25;87;0.568359375
142230;Росавтодор;Проект ведомственного акта;О признании утратившими силу некоторых приказов Федерального дорожного агентства по вопросам аккредитации в сфере транспортной безопасности;0.357143;68;0.372070313
142229;Росавиация;Проект ведомственного акта;Приказ об установлении приаэродромной территории аэродрома гражданской авиации Нижний Новгород (Стригино);0.357143;52;0.30859375
142232;Минцифры России;Проект постановления Правительства Российской Федерации;"Проект постановления Правительства Российской Федерации ""О мерах по обеспечению учета и контроля ИТ-активов, используемых для осуществления деятельности по цифровой трансформации""";0.357143;197;0.506835938
142227;Росавтодор;Проект ведомственного акта;"Об утверждении порядка присвоения уникального идентификационного номера аттестуемым лицам при проведении аттестации сил обеспечения транспортной 
безопасности в установленной сфере деятельности";0.357143;56;0.471679688
142231;Минсельхоз России;Проект федерального закона;О ратификации Соглашения о правилах выпуска (выдачи), обращения и погашения в рамках Евразийского экономического союза складских свидетельств на сельскохозяйственную продукцию;0.357143;66;0.459960938
142226;Росавтодор;Проект ведомственного акта;О признании утратившими силу приказов Федерального дорожного агентства от 4 апреля 2016 г. № 518 и от 9 июня 2016 г. № 890;0.357143;61;0.31640625
142228;МИД России;Проект ведомственного акта;О внесении изменений в приложение к единой методике расчета ставок сборов в счет возмещения фактических расходов, связанных с совершением консульских действий, утвержденной приказом МИД России от 17 декабря 2018 г. № 24320;0.357143;60;0.504882813
142224;Росавиация;Проект ведомственного акта;Приказ об установлении приаэродромной территории аэродрома гражданской авиации Ижевск;0.357143;77;0.2734375
142223;Минсельхоз России;Проект ведомственного акта;О внесении изменений в Порядок отбора проектов комплексного развития сельских территорий или сельских агломераций, а также требования к составу заявочной документации, представляемой на отбор проектов, утвержденные приказом Минсельхоза России от 17 ноября 2021 г. № 767;0.357143;106;0.579101563
142222;Росавиация;Проект ведомственного акта;Приказ об установлении приаэродромной территории аэродрома гражданской авиации Москва (Домодедово);0.357143;92;0.295898438
142221;Минпромторг России;Проект постановления Правительства Российской Федерации;"проект постановления Правительства Российской Федерации ""О внесении изменений в постановление Правительства Российской Федерации от 17 июля 2015 г. № 719""";0.384615;228;0.46875
142220;Минпросвещения России;Проект ведомственного акта;"Об утверждении Порядка уведомления работодателя работниками, замещающими отдельные должности на основании трудовых договоров
в организациях, созданных для выполнения задач, поставленных перед Министерством просвещения Российской Федерации, о возникновении личной заинтересованности, которая приводит или может привести
к конфликту интересов";0.357143;95;0.581054688
